event_id,timestamp,machine_id,machine_type,operator_id,shift_type,event_type,speed_kmh,worker_distance_m,engine_temp_c,weather,seatbelt_status,risk_level,response_time_sec,resolved,fuel_rate_lph,acceleration_events
EVT00451,2025-11-20 10:46:00,EXC002,Excavator,OP1029,day,normal,8.22,26.0,84.2,Sunny,Unfastened,LOW,5.9,True,7.89,0
EVT00126,2025-12-10 13:12:00,GRD003,Grader,OP1019,day,proximity_breach,9.15,2.3,89.1,Cloudy,Fastened,HIGH,10.7,True,7.13,2
SYNTH010332,2025-06-25 21:08:44,LDR001,Loader,OP1021,night,overspeed,20.05,8.2,86.7,Windy,Unfastened,HIGH,4.9,True,16.78,6
EVT00091,2025-12-10 08:48:00,GRD003,Grader,OP1019,day,proximity_breach,8.0,1.4,86.3,Cloudy,Fastened,HIGH,10.1,True,12.9,4
SYNTH010433,2025-06-26 22:25:21,LDR002,Loader,OP1059,night,proximity_breach,5.12,2.0,84.0,Sunny,Fastened,HIGH,12.7,False,11.43,2
EVT00182,2026-05-06 02:16:00,EXC005,Excavator,OP1025,night,proximity_breach,5.88,2.2,91.9,Cloudy,Fastened,HIGH,4.4,True,10.9,4
SYNTH010060,2025-06-23 01:04:11,EXC004,Excavator,OP1015,night,erratic_accel,15.31,18.3,87.8,Rainy,Unfastened,MEDIUM,10.2,False,15.39,11
SYNTH010210,2025-06-24 14:33:20,LDR001,Loader,OP1028,day,high_fuel,5.45,17.3,103.1,Foggy,Fastened,LOW,8.8,True,31.78,5
EVT00252,2026-06-18 06:00:00,LDR002,Loader,OP1050,day,normal,3.93,27.2,40.2,Rainy,Unfastened,LOW,9.4,True,5.46,1
EVT00070,2025-12-17 10:58:00,EXC006,Excavator,OP1045,day,normal,6.95,23.0,81.7,Windy,Unfastened,LOW,11.2,True,9.42,1
EVT00132,2025-12-10 13:40:00,GRD003,Grader,OP1019,day,normal,7.44,31.7,83.4,Cloudy,Unfastened,LOW,5.6,True,8.6,0
EVT00301,2026-06-18 16:56:00,LDR002,Loader,OP1050,day,normal,4.14,18.5,87.3,Rainy,Unfastened,LOW,1.0,True,6.4,0
EVT00583,2025-01-27 22:20:00,EXC007,Excavator,OP1003,night,proximity_breach,6.59,2.6,86.1,Sunny,Fastened,HIGH,4.5,True,11.4,2
EVT00327,2025-10-03 21:28:00,LDR002,Loader,OP1009,night,proximity_breach,7.46,1.3,84.9,Cloudy,Fastened,HIGH,6.0,True,7.45,1
SYNTH010402,2025-06-26 14:38:37,EXC002,Excavator,OP1027,day,temp_spike,5.6,18.5,102.5,Foggy,Unfastened,HIGH,12.6,True,13.89,3
EVT00500,2026-08-11 08:16:00,GRD002,Grader,OP1027,day,normal,4.84,7.2,86.6,Sunny,Unfastened,MEDIUM,12.2,False,9.01,0
SYNTH010162,2025-06-24 02:39:25,DZR001,Dozer,OP1007,night,high_fuel,6.16,13.6,93.4,Foggy,Unfastened,MEDIUM,4.9,True,26.48,2
SYNTH010142,2025-06-23 21:30:52,BCK003,Backhoe,OP1054,night,high_fuel,3.07,10.3,101.6,Foggy,Fastened,MEDIUM,14.4,True,34.66,4
EVT00496,2026-08-11 06:50:00,GRD002,Grader,OP1027,day,normal,5.63,19.5,85.9,Sunny,Unfastened,LOW,12.6,True,9.35,2
EVT00339,2025-10-04 00:44:00,LDR002,Loader,OP1009,night,normal,5.1,1.8,81.3,Cloudy,Fastened,HIGH,9.7,True,9.52,1
SYNTH010178,2025-06-24 06:38:53,GRD001,Grader,OP1021,day,high_fuel,6.59,23.2,95.3,Sunny,Fastened,LOW,13.3,True,29.52,4
EVT00165,2026-05-06 00:50:00,EXC005,Excavator,OP1025,night,normal,6.87,12.5,87.7,Cloudy,Unfastened,LOW,3.5,False,7.51,0
EVT00029,2025-03-10 13:28:00,DZR004,Dozer,OP1035,day,normal,3.4,15.3,82.6,Sunny,Unfastened,LOW,9.6,False,8.88,1
EVT00517,2026-08-11 13:16:00,GRD002,Grader,OP1027,day,normal,6.24,17.6,88.7,Sunny,Unfastened,LOW,1.0,False,5.43,0
EVT00194,2026-05-06 05:24:00,EXC005,Excavator,OP1025,night,normal,5.38,16.4,88.4,Cloudy,Unfastened,LOW,6.4,True,8.57,0
SYNTH010023,2025-06-22 15:54:30,EXC002,Excavator,OP1039,day,erratic_accel,7.32,15.1,100.1,Windy,Fastened,MEDIUM,9.8,True,14.18,13
EVT00170,2026-05-06 01:52:00,EXC005,Excavator,OP1025,night,proximity_breach,8.28,1.5,84.0,Cloudy,Fastened,HIGH,6.3,True,10.7,3
EVT00618,2025-05-14 06:42:00,BCK004,Backhoe,OP1021,day,normal,6.1,0.5,86.7,Sunny,Unfastened,HIGH,13.0,True,8.47,0
EVT00174,2026-05-06 02:00:00,EXC005,Excavator,OP1025,night,proximity_breach,7.41,2.0,83.1,Cloudy,Fastened,HIGH,1.0,False,7.75,2
EVT00519,2026-08-11 14:30:00,GRD002,Grader,OP1027,day,normal,4.98,14.1,87.3,Sunny,Unfastened,LOW,3.9,False,7.98,0
SYNTH010323,2025-06-25 18:53:56,LDR001,Loader,OP1001,day,overspeed,12.51,11.8,98.5,Rainy,Unfastened,MEDIUM,6.0,True,15.49,3
SYNTH010241,2025-06-24 22:19:22,EXC004,Excavator,OP1004,night,high_fuel,7.87,19.8,90.5,Cloudy,Unfastened,MEDIUM,2.8,True,22.92,5
EVT00492,2026-08-11 06:26:00,GRD002,Grader,OP1027,day,normal,4.27,8.4,85.1,Sunny,Unfastened,LOW,4.6,True,9.55,0
EVT00074,2025-12-17 12:38:00,EXC006,Excavator,OP1045,day,normal,7.41,15.5,85.2,Windy,Unfastened,LOW,9.6,True,7.14,0
SYNTH010194,2025-06-24 10:41:32,GRD001,Grader,OP1011,day,high_fuel,4.8,24.1,96.3,Windy,Fastened,MEDIUM,1.2,True,33.75,2
EVT00235,2025-04-11 14:24:00,EXC002,Excavator,OP1053,day,normal,6.1,10.7,91.7,Windy,Unfastened,LOW,6.0,True,6.25,2
EVT00215,2025-04-11 09:38:00,EXC002,Excavator,OP1053,day,normal,6.61,10.2,84.6,Windy,Unfastened,LOW,1.0,True,9.0,1
SYNTH010166,2025-06-24 03:30:01,BCK004,Backhoe,OP1004,night,high_fuel,7.73,11.9,88.1,Cloudy,Fastened,MEDIUM,13.4,True,28.81,3
EVT00133,2025-12-10 13:52:00,GRD003,Grader,OP1019,day,normal,8.22,21.0,89.4,Cloudy,Unfastened,LOW,4.0,False,7.71,2
SYNTH010035,2025-06-22 18:51:30,DZR003,Dozer,OP1008,day,erratic_accel,10.23,13.1,80.6,Rainy,Unfastened,MEDIUM,6.6,True,17.8,12
SYNTH010160,2025-06-24 02:09:59,BCK002,Backhoe,OP1019,night,high_fuel,6.14,14.5,88.3,Sunny,Fastened,MEDIUM,5.3,True,29.32,2
EVT00186,2026-05-06 02:26:00,EXC005,Excavator,OP1025,night,proximity_breach,7.25,1.2,89.5,Cloudy,Fastened,HIGH,5.2,True,8.79,3
EVT00042,2025-03-10 16:24:00,DZR004,Dozer,OP1035,day,normal,4.78,24.8,89.9,Sunny,Unfastened,LOW,7.5,True,9.08,0
EVT00109,2025-12-10 09:24:00,GRD003,Grader,OP1019,day,proximity_breach,6.94,0.6,95.7,Cloudy,Fastened,HIGH,2.3,True,6.79,3
SYNTH010265,2025-06-25 04:20:59,BCK002,Backhoe,OP1003,night,high_fuel,5.26,16.4,93.0,Sunny,Fastened,MEDIUM,6.4,True,26.63,5
SYNTH010096,2025-06-23 10:10:54,GRD001,Grader,OP1004,day,erratic_accel,14.42,6.1,101.0,Foggy,Unfastened,HIGH,5.4,True,19.96,14
SYNTH010211,2025-06-24 14:49:24,BCK002,Backhoe,OP1059,day,high_fuel,4.69,23.1,96.5,Foggy,Fastened,LOW,1.4,True,27.8,5
EVT00484,2025-11-20 15:36:00,EXC002,Excavator,OP1029,day,high_fuel,3.44,26.1,91.8,Sunny,Unfastened,LOW,9.5,False,29.17,4
EVT00469,2025-11-20 14:50:00,EXC002,Excavator,OP1029,day,proximity_breach,7.31,0.5,82.4,Sunny,Fastened,HIGH,9.3,True,8.65,1
EVT00025,2025-03-10 12:14:00,DZR004,Dozer,OP1035,day,normal,3.4,19.2,90.5,Sunny,Unfastened,LOW,6.9,True,6.29,1
EVT00576,2025-01-27 22:04:00,EXC007,Excavator,OP1003,night,proximity_breach,7.92,1.7,90.7,Sunny,Fastened,HIGH,1.0,False,6.08,1
EVT00591,2025-01-27 23:36:00,EXC007,Excavator,OP1003,night,normal,7.23,17.5,85.9,Sunny,Unfastened,LOW,4.7,True,9.75,2
SYNTH010068,2025-06-23 03:00:07,LDR001,Loader,OP1057,night,erratic_accel,15.5,11.3,87.2,Cloudy,Unfastened,HIGH,13.3,False,16.31,9
SYNTH010205,2025-06-24 13:17:02,GRD001,Grader,OP1004,day,high_fuel,3.73,16.2,102.3,Rainy,Unfastened,MEDIUM,7.7,False,24.55,5
EVT00367,2025-09-23 11:50:00,EXC005,Excavator,OP1044,day,high_fuel,2.39,18.9,87.4,Windy,Unfastened,LOW,6.1,False,31.99,2
SYNTH010257,2025-06-25 02:24:52,GRD003,Grader,OP1005,night,high_fuel,5.57,11.5,96.0,Rainy,Fastened,LOW,6.5,True,22.07,5
SYNTH010282,2025-06-25 08:40:40,GRD002,Grader,OP1035,day,overspeed,16.6,16.5,97.4,Windy,Unfastened,HIGH,2.9,True,17.17,8
EVT00384,2025-09-23 17:48:00,EXC005,Excavator,OP1044,day,normal,4.14,27.8,88.6,Windy,Unfastened,LOW,9.5,True,5.52,2
EVT00455,2025-11-20 11:50:00,EXC002,Excavator,OP1029,day,normal,6.34,7.7,86.8,Sunny,Unfastened,MEDIUM,1.0,True,7.71,1
EVT00265,2026-06-18 11:32:00,LDR002,Loader,OP1050,day,normal,3.37,26.5,89.6,Rainy,Unfastened,LOW,9.8,True,6.85,0
SYNTH010006,2025-06-22 11:37:54,BCK004,Backhoe,OP1033,day,erratic_accel,5.89,7.7,87.3,Foggy,Unfastened,MEDIUM,10.5,True,19.77,12
SYNTH010193,2025-06-24 10:23:58,EXC002,Excavator,OP1033,day,high_fuel,5.88,11.2,86.9,Windy,Unfastened,MEDIUM,15.0,True,20.61,2
EVT00445,2025-11-20 09:38:00,EXC002,Excavator,OP1029,day,normal,4.88,20.5,87.1,Sunny,Unfastened,LOW,7.6,True,6.79,0
EVT00396,2025-07-21 22:02:00,GRD003,Grader,OP1056,night,temp_spike,3.88,14.0,115.6,Rainy,Fastened,MEDIUM,4.9,True,12.27,1
EVT00177,2026-05-06 02:06:00,EXC005,Excavator,OP1025,night,proximity_breach,6.54,2.1,86.3,Cloudy,Fastened,HIGH,6.0,True,9.66,1
EVT00019,2025-03-10 10:56:00,DZR004,Dozer,OP1035,day,normal,6.76,28.1,86.6,Sunny,Unfastened,LOW,8.4,True,5.33,0
EVT00614,2025-01-28 05:46:00,EXC007,Excavator,OP1003,night,normal,7.96,30.5,86.9,Sunny,Unfastened,LOW,5.0,True,8.8,0
SYNTH010054,2025-06-22 23:35:06,LDR002,Loader,OP1037,night,erratic_accel,14.64,12.6,84.3,Cloudy,Unfastened,HIGH,11.3,False,13.1,7
EVT00062,2025-12-17 08:42:00,EXC006,Excavator,OP1045,day,temp_spike,7.7,12.1,105.5,Windy,Fastened,MEDIUM,5.2,True,11.11,2
EVT00273,2026-06-18 12:04:00,LDR002,Loader,OP1050,day,temp_spike,4.07,0.5,120.7,Rainy,Unfastened,MEDIUM,5.0,True,10.09,3
SYNTH010400,2025-06-26 14:05:04,EXC005,Excavator,OP1041,day,temp_spike,2.73,22.9,108.1,Rainy,Unfastened,MEDIUM,7.2,True,14.63,0
EVT00279,2026-06-18 12:22:00,LDR002,Loader,OP1050,day,temp_spike,5.35,17.8,111.2,Rainy,Fastened,MEDIUM,5.9,True,13.0,0
SYNTH010076,2025-06-23 05:02:59,LDR002,Loader,OP1016,night,erratic_accel,8.45,12.3,98.6,Windy,Unfastened,MEDIUM,1.5,True,21.16,14
EVT00369,2025-09-23 12:06:00,EXC005,Excavator,OP1044,day,high_fuel,5.93,16.5,82.9,Windy,Unfastened,LOW,9.7,True,33.1,4
SYNTH010114,2025-06-23 14:33:36,BCK004,Backhoe,OP1022,day,erratic_accel,10.83,15.6,84.4,Foggy,Unfastened,MEDIUM,7.7,True,15.05,10
SYNTH010059,2025-06-23 00:50:19,GRD001,Grader,OP1008,night,erratic_accel,4.5,6.4,95.8,Foggy,Fastened,HIGH,2.5,True,17.58,13
SYNTH010183,2025-06-24 07:46:31,DZR003,Dozer,OP1054,day,high_fuel,6.96,18.1,88.7,Rainy,Unfastened,MEDIUM,1.2,True,29.72,3
EVT00548,2026-09-07 12:04:00,LDR001,Loader,OP1034,day,normal,4.64,8.9,86.7,Windy,Unfastened,LOW,5.6,True,5.07,2
SYNTH010107,2025-06-23 12:51:57,BCK004,Backhoe,OP1041,day,erratic_accel,9.17,10.4,92.8,Rainy,Unfastened,HIGH,10.9,True,16.37,13
SYNTH010127,2025-06-23 17:55:42,LDR002,Loader,OP1013,day,erratic_accel,9.07,11.4,100.6,Cloudy,Unfastened,MEDIUM,10.6,True,16.49,14
EVT00457,2025-11-20 12:08:00,EXC002,Excavator,OP1029,day,normal,4.16,25.7,86.5,Sunny,Unfastened,LOW,8.6,False,8.65,1
EVT00394,2025-07-21 21:40:00,GRD003,Grader,OP1056,night,normal,3.39,38.0,85.3,Rainy,Unfastened,LOW,6.7,False,8.73,0
SYNTH010135,2025-06-23 19:52:45,BCK001,Backhoe,OP1007,day,high_fuel,7.4,22.2,95.9,Sunny,Unfastened,LOW,5.1,True,22.28,5
SYNTH010179,2025-06-24 06:51:13,LDR002,Loader,OP1028,day,high_fuel,4.56,13.0,89.9,Cloudy,Fastened,LOW,9.6,True,26.24,3
EVT00376,2025-09-23 14:36:00,EXC005,Excavator,OP1044,day,normal,4.45,6.0,89.6,Windy,Unfastened,MEDIUM,6.1,True,7.66,1
EVT00413,2025-07-21 22:38:00,GRD003,Grader,OP1056,night,temp_spike,4.29,13.5,106.4,Rainy,Fastened,MEDIUM,7.2,True,13.93,1
EVT00075,2025-12-17 12:52:00,EXC006,Excavator,OP1045,day,normal,5.51,2.3,87.6,Windy,Fastened,HIGH,12.3,True,9.3,2
SYNTH010396,2025-06-26 13:01:26,DZR004,Dozer,OP1044,day,temp_spike,5.93,12.1,109.2,Foggy,Unfastened,HIGH,10.9,True,11.39,0
EVT00501,2026-08-11 08:20:00,GRD002,Grader,OP1027,day,normal,6.35,17.0,84.3,Sunny,Unfastened,LOW,8.6,True,8.02,2
SYNTH010041,2025-06-22 20:17:00,EXC005,Excavator,OP1035,night,erratic_accel,14.43,13.0,91.8,Foggy,Fastened,HIGH,8.7,True,16.52,14
EVT00115,2025-12-10 12:02:00,GRD003,Grader,OP1019,day,normal,6.07,5.3,85.2,Cloudy,Unfastened,MEDIUM,13.8,False,9.41,2
EVT00418,2025-07-21 23:58:00,GRD003,Grader,OP1056,night,erratic_accel,4.06,18.5,89.9,Rainy,Unfastened,LOW,7.0,False,14.68,11
EVT00602,2025-01-28 02:52:00,EXC007,Excavator,OP1003,night,normal,6.1,1.5,84.9,Sunny,Fastened,HIGH,3.9,True,8.44,1
EVT00605,2025-01-28 03:20:00,EXC007,Excavator,OP1003,night,normal,6.72,20.5,84.9,Sunny,Unfastened,LOW,3.8,True,5.01,2
EVT00090,2025-12-10 07:20:00,GRD003,Grader,OP1019,day,normal,7.37,19.3,82.7,Cloudy,Unfastened,LOW,6.7,True,5.72,1
SYNTH010420,2025-06-26 19:03:22,BCK003,Backhoe,OP1032,day,proximity_breach,4.25,1.6,79.4,Foggy,Fastened,MEDIUM,5.5,True,6.89,1
EVT00499,2026-08-11 07:58:00,GRD002,Grader,OP1027,day,normal,2.91,9.9,88.6,Sunny,Unfastened,LOW,9.2,True,8.72,1
SYNTH010103,2025-06-23 11:52:57,DZR003,Dozer,OP1037,day,erratic_accel,5.45,12.1,96.5,Sunny,Unfastened,MEDIUM,6.0,False,19.02,14
SYNTH010110,2025-06-23 13:34:36,BCK001,Backhoe,OP1027,day,erratic_accel,6.51,20.7,89.1,Cloudy,Fastened,HIGH,11.6,True,15.6,10
SYNTH010108,2025-06-23 13:07:44,LDR001,Loader,OP1037,day,erratic_accel,14.68,10.9,83.4,Foggy,Unfastened,MEDIUM,9.9,True,13.65,6
EVT00012,2025-03-10 09:08:00,DZR004,Dozer,OP1035,day,normal,4.75,5.7,89.2,Sunny,Unfastened,MEDIUM,5.5,True,6.46,2
EVT00397,2025-07-21 22:04:00,GRD003,Grader,OP1056,night,temp_spike,4.07,9.3,110.1,Rainy,Unfastened,MEDIUM,10.2,True,17.2,3
SYNTH010440,2025-06-27 00:03:17,LDR003,Loader,OP1011,night,proximity_breach,7.89,1.0,95.0,Windy,Fastened,HIGH,11.9,True,9.13,1
SYNTH010325,2025-06-25 19:26:32,DZR004,Dozer,OP1033,day,overspeed,19.07,9.3,93.9,Rainy,Fastened,HIGH,1.8,True,16.86,7
EVT00043,2025-03-10 16:50:00,DZR004,Dozer,OP1035,day,normal,8.5,7.4,86.0,Sunny,Unfastened,MEDIUM,7.0,False,8.56,2
EVT00168,2026-05-06 01:34:00,EXC005,Excavator,OP1025,night,normal,5.03,0.5,89.2,Cloudy,Fastened,HIGH,6.3,True,6.69,1
EVT00417,2025-07-21 23:20:00,GRD003,Grader,OP1056,night,normal,4.42,8.3,85.6,Rainy,Unfastened,LOW,7.6,True,9.19,0
EVT00577,2025-01-27 22:06:00,EXC007,Excavator,OP1003,night,proximity_breach,7.21,0.8,87.7,Sunny,Fastened,HIGH,11.7,True,7.85,3
SYNTH010281,2025-06-25 08:22:34,LDR001,Loader,OP1043,day,overspeed,21.78,8.1,101.0,Rainy,Unfastened,HIGH,12.7,False,20.93,3
SYNTH010415,2025-06-26 17:50:26,EXC002,Excavator,OP1053,day,proximity_breach,3.74,1.7,91.8,Sunny,Fastened,MEDIUM,6.1,True,9.7,2
EVT00427,2025-07-22 02:14:00,GRD003,Grader,OP1056,night,normal,5.66,31.6,88.2,Rainy,Unfastened,LOW,2.8,True,5.32,1
EVT00545,2026-09-07 11:18:00,LDR001,Loader,OP1034,day,normal,3.83,26.6,84.0,Windy,Unfastened,LOW,5.4,True,9.72,1
SYNTH010397,2025-06-26 13:21:00,EXC005,Excavator,OP1006,day,temp_spike,4.91,13.1,101.0,Sunny,Unfastened,MEDIUM,5.8,True,17.13,3
SYNTH010447,2025-06-27 01:51:44,GRD002,Grader,OP1005,night,proximity_breach,5.65,2.9,92.9,Cloudy,Fastened,HIGH,3.8,True,13.0,2
SYNTH010195,2025-06-24 10:55:02,LDR003,Loader,OP1043,day,high_fuel,3.03,26.9,93.3,Foggy,Unfastened,MEDIUM,9.1,False,31.35,4
SYNTH010111,2025-06-23 13:49:26,EXC005,Excavator,OP1060,day,erratic_accel,7.77,20.1,93.3,Windy,Unfastened,MEDIUM,2.2,True,14.36,6
EVT00258,2026-06-18 07:44:00,LDR002,Loader,OP1050,day,normal,2.43,24.1,87.1,Rainy,Unfastened,LOW,8.9,False,8.81,0
EVT00336,2025-10-04 00:00:00,LDR002,Loader,OP1009,night,normal,5.56,2.6,87.4,Cloudy,Fastened,HIGH,6.4,True,5.14,2
EVT00016,2025-03-10 10:02:00,DZR004,Dozer,OP1035,day,normal,8.15,18.9,86.7,Sunny,Unfastened,LOW,9.6,True,9.92,0
SYNTH010129,2025-06-23 18:26:28,GRD002,Grader,OP1028,day,high_fuel,7.33,18.6,87.2,Cloudy,Unfastened,MEDIUM,11.7,True,32.33,4
EVT00325,2025-10-03 21:24:00,LDR002,Loader,OP1009,night,proximity_breach,9.29,2.8,84.6,Cloudy,Fastened,HIGH,14.5,True,7.44,1
SYNTH010290,2025-06-25 10:33:59,DZR004,Dozer,OP1057,day,overspeed,20.86,12.8,96.3,Rainy,Fastened,HIGH,15.0,True,16.3,5
SYNTH010283,2025-06-25 08:56:23,LDR003,Loader,OP1021,day,overspeed,16.34,7.2,93.2,Cloudy,Unfastened,MEDIUM,9.2,False,16.8,3
EVT00223,2025-04-11 11:26:00,EXC002,Excavator,OP1053,day,normal,4.47,9.6,87.1,Windy,Unfastened,LOW,8.0,False,5.47,2
EVT00180,2026-05-06 02:12:00,EXC005,Excavator,OP1025,night,proximity_breach,7.96,2.0,87.5,Cloudy,Fastened,HIGH,2.5,True,11.89,4
EVT00100,2025-12-10 09:06:00,GRD003,Grader,OP1019,day,proximity_breach,8.26,1.0,86.0,Cloudy,Fastened,HIGH,6.4,True,10.87,3
EVT00522,2026-08-11 15:22:00,GRD002,Grader,OP1027,day,normal,5.2,2.2,87.2,Sunny,Fastened,HIGH,12.1,True,6.75,1
EVT00023,2025-03-10 11:28:00,DZR004,Dozer,OP1035,day,erratic_accel,3.41,14.0,82.6,Sunny,Unfastened,LOW,12.2,False,18.49,13
EVT00357,2025-09-23 07:26:00,EXC005,Excavator,OP1044,day,normal,6.22,19.3,87.1,Windy,Unfastened,LOW,13.7,True,7.58,1
SYNTH010176,2025-06-24 06:04:15,GRD002,Grader,OP1042,day,high_fuel,4.36,14.2,91.4,Foggy,Unfastened,MEDIUM,8.7,True,22.91,3
SYNTH010388,2025-06-26 11:05:04,DZR004,Dozer,OP1001,day,temp_spike,2.54,15.2,113.6,Foggy,Fastened,MEDIUM,2.4,True,17.39,0
EVT00612,2025-01-28 05:30:00,EXC007,Excavator,OP1003,night,normal,5.8,21.0,89.5,Sunny,Unfastened,LOW,3.3,True,9.79,2
SYNTH010417,2025-06-26 18:20:50,BCK004,Backhoe,OP1020,day,proximity_breach,6.9,2.9,91.1,Cloudy,Unfastened,HIGH,1.5,True,9.81,4
EVT00341,2025-10-04 01:02:00,LDR002,Loader,OP1009,night,normal,3.62,20.3,83.7,Cloudy,Unfastened,LOW,8.5,False,8.18,2
EVT00432,2025-07-22 03:20:00,GRD003,Grader,OP1056,night,normal,4.15,16.6,85.2,Rainy,Unfastened,LOW,1.3,True,7.36,2
SYNTH010297,2025-06-25 12:20:20,GRD002,Grader,OP1048,day,overspeed,15.29,16.3,100.0,Cloudy,Fastened,HIGH,13.0,True,19.64,8
EVT00218,2025-04-11 10:42:00,EXC002,Excavator,OP1053,day,normal,4.74,22.7,84.8,Windy,Unfastened,LOW,5.3,True,9.1,2
EVT00204,2025-04-11 07:40:00,EXC002,Excavator,OP1053,day,normal,4.58,27.5,89.9,Windy,Unfastened,LOW,12.3,True,7.37,1
SYNTH010131,2025-06-23 18:53:11,LDR001,Loader,OP1054,day,high_fuel,4.0,26.0,90.7,Cloudy,Unfastened,MEDIUM,2.6,True,24.01,2
EVT00094,2025-12-10 08:54:00,GRD003,Grader,OP1019,day,proximity_breach,7.45,2.1,92.3,Cloudy,Fastened,HIGH,11.8,True,7.7,2
SYNTH010039,2025-06-22 19:45:31,DZR004,Dozer,OP1042,day,erratic_accel,5.35,5.0,94.0,Foggy,Unfastened,HIGH,12.1,True,14.57,14
EVT00069,2025-12-17 10:40:00,EXC006,Excavator,OP1045,day,normal,5.47,8.7,83.4,Windy,Unfastened,LOW,11.4,True,7.28,1
SYNTH010427,2025-06-26 20:52:39,EXC003,Excavator,OP1024,night,proximity_breach,4.7,2.6,81.6,Windy,Fastened,HIGH,6.6,False,10.55,3
EVT00285,2026-06-18 12:54:00,LDR002,Loader,OP1050,day,normal,3.29,15.0,90.9,Rainy,Unfastened,LOW,6.9,True,7.64,2
SYNTH010336,2025-06-25 22:04:09,BCK002,Backhoe,OP1018,night,overspeed,15.32,10.4,87.1,Windy,Fastened,MEDIUM,6.7,False,20.95,4
EVT00435,2025-07-22 04:20:00,GRD003,Grader,OP1056,night,normal,5.62,21.4,82.4,Rainy,Unfastened,LOW,9.0,True,8.73,1
SYNTH010038,2025-06-22 19:31:27,GRD002,Grader,OP1011,day,erratic_accel,5.48,19.6,97.6,Sunny,Unfastened,HIGH,13.8,True,13.78,11
EVT00154,2026-05-05 22:08:00,EXC005,Excavator,OP1025,night,normal,6.9,12.1,85.3,Cloudy,Unfastened,LOW,11.8,True,8.48,1
EVT00076,2025-12-17 13:42:00,EXC006,Excavator,OP1045,day,normal,6.14,1.6,87.3,Windy,Fastened,HIGH,6.7,True,5.82,2
SYNTH010253,2025-06-25 01:21:55,LDR001,Loader,OP1039,night,high_fuel,5.5,11.2,86.8,Rainy,Unfastened,MEDIUM,13.8,True,22.15,5
EVT00581,2025-01-27 22:16:00,EXC007,Excavator,OP1003,night,proximity_breach,6.12,0.7,85.4,Sunny,Unfastened,HIGH,1.1,True,10.01,1
EVT00447,2025-11-20 09:44:00,EXC002,Excavator,OP1029,day,normal,4.41,18.9,90.0,Sunny,Unfastened,LOW,7.1,False,9.08,2
EVT00189,2026-05-06 03:26:00,EXC005,Excavator,OP1025,night,normal,6.73,14.3,87.8,Cloudy,Unfastened,LOW,8.8,True,9.81,2
EVT00272,2026-06-18 12:02:00,LDR002,Loader,OP1050,day,temp_spike,0.78,15.9,109.0,Rainy,Fastened,MEDIUM,3.9,True,13.48,0
EVT00237,2025-04-11 15:12:00,EXC002,Excavator,OP1053,day,normal,8.18,13.2,87.7,Windy,Unfastened,LOW,1.6,True,6.19,2
EVT00488,2025-11-20 17:16:00,EXC002,Excavator,OP1029,day,normal,7.45,17.5,83.3,Sunny,Unfastened,LOW,14.0,True,5.76,2
SYNTH010431,2025-06-26 21:53:53,EXC003,Excavator,OP1048,night,proximity_breach,5.91,0.8,81.2,Sunny,Fastened,MEDIUM,7.5,True,8.36,4
EVT00560,2026-09-07 16:56:00,LDR001,Loader,OP1034,day,normal,5.06,21.9,88.6,Windy,Unfastened,LOW,3.6,False,8.82,0
EVT00118,2025-12-10 12:54:00,GRD003,Grader,OP1019,day,proximity_breach,6.42,2.3,85.5,Cloudy,Fastened,HIGH,4.1,True,12.28,4
SYNTH010261,2025-06-25 03:18:20,EXC003,Excavator,OP1009,night,high_fuel,3.43,11.0,87.1,Windy,Unfastened,LOW,5.1,False,27.85,4
SYNTH010352,2025-06-26 02:00:15,GRD001,Grader,OP1005,night,temp_spike,2.1,11.2,112.4,Cloudy,Fastened,MEDIUM,8.9,True,14.88,1
EVT00513,2026-08-11 12:28:00,GRD002,Grader,OP1027,day,normal,6.36,0.5,86.0,Sunny,Fastened,HIGH,4.2,True,5.07,0
EVT00634,2025-05-14 11:38:00,BCK004,Backhoe,OP1021,day,temp_spike,5.44,4.1,110.3,Sunny,Fastened,MEDIUM,8.8,False,14.24,1
SYNTH010028,2025-06-22 17:02:09,BCK002,Backhoe,OP1059,day,erratic_accel,7.79,13.6,80.9,Rainy,Fastened,MEDIUM,7.7,True,13.16,14
SYNTH010214,2025-06-24 15:41:59,DZR002,Dozer,OP1032,day,high_fuel,4.88,22.7,94.5,Cloudy,Fastened,MEDIUM,1.6,True,23.4,4
SYNTH010084,2025-06-23 07:05:22,EXC002,Excavator,OP1006,day,erratic_accel,13.52,10.4,98.9,Cloudy,Fastened,HIGH,8.1,True,13.3,13
EVT00127,2025-12-10 13:14:00,GRD003,Grader,OP1019,day,proximity_breach,9.52,1.1,87.0,Cloudy,Fastened,HIGH,4.5,True,9.4,3
EVT00117,2025-12-10 12:52:00,GRD003,Grader,OP1019,day,proximity_breach,5.9,2.2,83.7,Cloudy,Unfastened,HIGH,5.8,True,10.9,4
EVT00474,2025-11-20 15:02:00,EXC002,Excavator,OP1029,day,proximity_breach,7.97,0.8,84.0,Sunny,Fastened,HIGH,7.7,True,11.04,3
SYNTH010204,2025-06-24 13:09:06,BCK001,Backhoe,OP1040,day,high_fuel,3.57,10.2,88.1,Cloudy,Unfastened,LOW,2.8,True,25.33,2
