task_id,timestamp,hour_of_day,day_of_week,month,shift_type,operator_id,machine_id,machine_type,task_type,weather,soil_condition,operator_skill_level,operator_experience_years,engine_hours,fuel_level_pct,payload_tonnes,temperature_c,distance_m,idle_time_pct,previous_task_time_min,estimated_time_min,actual_time_min,time_delta_min
T04043,2025-10-23 01:20:07,1,3,10,night,OP1050,GRD003,Grader,Trenching,Windy,Rocky,Intermediate,7.7,2239.6,88.4,6.7,30.0,131.6,38.2,10.4,64.2,84.5,20.3
T04044,2026-06-03 00:20:56,0,2,6,night,OP1014,LDR002,Loader,Demolition,Windy,Dry,Expert,21.2,3953.4,65.8,0,32.7,68.7,18.4,83.1,99.2,103.0,3.8
T04045,2026-08-27 09:31:18,9,3,8,day,OP1039,DZR002,Dozer,Material Loading,Sunny,Loose,Expert,10.2,6871.1,78.4,15.5,30.0,75.7,14.9,41.1,39.5,33.6,-5.9
T04046,2026-04-13 11:15:02,11,0,4,day,OP1058,EXC007,Excavator,Earth Excavation,Cloudy,Loose,Intermediate,3.3,6775.3,58.7,11.75,39.2,182.3,30.0,47.4,73.5,99.6,26.1
T04047,2026-02-13 23:41:44,23,4,2,night,OP1035,EXC004,Excavator,Site Clearing,Windy,Dry,Beginner,2.8,3873.2,88.8,6.79,23.0,90.1,55.3,68.8,80.5,117.1,36.6
T04048,2026-06-30 20:52:23,20,1,6,night,OP1005,EXC007,Excavator,Demolition,Cloudy,Rocky,Expert,18.5,7347.6,73.9,2.71,36.5,133.8,40.3,16.5,134.2,150.9,16.7
T04049,2025-11-18 11:34:13,11,1,11,day,OP1005,EXC004,Excavator,Trenching,Rainy,Dry,Expert,18.5,3234.4,65.7,4.7,21.7,189.3,52.3,49.2,59.0,72.3,13.3
T04050,2025-05-02 11:37:46,11,4,5,day,OP1019,EXC002,Excavator,Trenching,Rainy,Dry,Intermediate,4.5,1041.0,88.0,17.73,35.0,165.8,37.0,36.9,60.0,74.8,14.8
T04051,2025-03-19 22:43:44,22,2,3,night,OP1022,LDR003,Loader,Grading,Sunny,Loose,Beginner,0.6,1439.7,52.9,9.23,31.6,155.2,22.4,45.0,39.9,61.1,21.2
T04052,2025-11-04 19:40:14,19,1,11,night,OP1046,DZR003,Dozer,Demolition,Sunny,Loose,Beginner,2.1,4325.1,55.2,4.13,17.6,226.6,31.7,54.3,99.1,131.4,32.3
T04053,2026-01-07 12:16:02,12,2,1,day,OP1024,GRD001,Grader,Grading,Sunny,Wet,Beginner,1.5,4954.0,73.0,11.97,17.5,217.1,22.1,69.8,47.6,53.6,6.0
T04054,2026-06-13 19:02:03,19,5,6,night,OP1027,DZR004,Dozer,Transfer,Cloudy,Dry,Intermediate,6.2,4737.5,65.9,0.94,36.8,201.9,32.8,43.6,26.9,21.6,-5.3
T04055,2026-03-03 23:52:44,23,1,3,night,OP1023,BCK002,Backhoe,Trenching,Sunny,Dry,Beginner,2.1,5761.8,94.9,12.42,30.9,286.1,37.4,91.8,54.3,75.7,21.4
T04056,2026-07-12 03:31:25,3,6,7,night,OP1052,LDR003,Loader,Transfer,Rainy,Loose,Intermediate,5.8,4937.8,67.9,16.31,33.4,196.1,31.4,36.0,33.6,48.3,14.7
T04057,2026-02-27 14:02:29,14,4,2,day,OP1043,EXC005,Excavator,Demolition,Sunny,Clay,Expert,19.0,5871.4,63.9,11.47,22.5,140.6,18.1,64.6,109.9,104.0,-5.9
T04058,2025-10-15 10:14:47,10,2,10,day,OP1007,EXC008,Excavator,Site Clearing,Rainy,Wet,Beginner,1.2,2481.6,97.7,9.58,25.0,10,29.9,88.0,93.4,123.7,30.3
T04059,2026-06-23 02:02:40,2,1,6,night,OP1004,DZR004,Dozer,Earth Excavation,Cloudy,Wet,Intermediate,6.3,4805.3,93.2,8.53,29.5,150.3,11.3,21.4,74.4,87.1,12.7
T04060,2025-07-30 19:59:05,19,2,7,night,OP1007,EXC006,Excavator,Transfer,Sunny,Rocky,Beginner,1.2,4104.6,91.0,3.55,31.6,27.6,27.7,36.5,31.7,53.7,22.0
T04061,2026-05-30 07:51:17,7,5,5,day,OP1004,BCK004,Backhoe,Trenching,Sunny,Dry,Intermediate,6.3,4391.6,56.0,18.82,38.1,130.7,24.5,18.4,51.6,72.2,20.6
T04062,2025-12-12 15:01:34,15,4,12,day,OP1057,EXC008,Excavator,Foundation Digging,Cloudy,Clay,Beginner,2.8,2906.4,70.8,10.29,20.1,164.8,13.0,31.1,86.4,116.4,30.0
T04063,2025-11-20 14:17:48,14,3,11,day,OP1020,EXC003,Excavator,Site Clearing,Rainy,Dry,Intermediate,8.4,3441.5,64.0,12.04,19.5,124.8,25.2,89.4,81.9,94.7,12.8
T04064,2025-02-03 14:20:33,14,0,2,day,OP1047,DZR003,Dozer,Foundation Digging,Rainy,Dry,Beginner,2.8,2323.2,58.2,11.56,20.0,95.8,35.4,38.4,92.0,134.3,42.3
T04065,2026-01-07 01:43:57,1,2,1,night,OP1043,LDR004,Loader,Transfer,Windy,Rocky,Expert,19.0,4640.3,56.4,11.81,16.9,215.8,8.8,66.9,35.2,36.3,1.1
T04066,2025-03-28 11:18:54,11,4,3,day,OP1042,EXC003,Excavator,Site Clearing,Sunny,Clay,Beginner,1.3,1710.5,66.4,17.12,24.7,98.7,23.5,35.7,74.8,107.2,32.4
T04067,2025-11-30 01:13:56,1,6,11,night,OP1038,LDR003,Loader,Transfer,Sunny,Wet,Beginner,2.4,3301.9,93.5,14.21,20.9,14.9,35.9,34.8,28.2,25.2,-3.0
T04068,2025-07-14 09:56:27,9,0,7,day,OP1030,GRD001,Grader,Material Loading,Rainy,Loose,Intermediate,4.1,3661.2,78.5,13.92,35.2,99.2,25.4,32.5,44.1,49.0,4.9
T04069,2025-12-09 15:09:42,15,1,12,day,OP1053,EXC008,Excavator,Earth Excavation,Sunny,Wet,Intermediate,7.0,2884.6,72.3,13.23,19.8,162.3,40.4,72.1,67.1,83.8,16.7
T04070,2026-08-05 15:55:41,15,2,8,day,OP1048,DZR004,Dozer,Trenching,Windy,Wet,Beginner,2.2,5123.4,41.2,12.09,41.9,100.9,28.7,55.0,67.5,62.6,-4.9
T04071,2025-02-13 22:20:24,22,3,2,night,OP1004,LDR001,Loader,Grading,Cloudy,Rocky,Intermediate,6.3,1943.5,59.1,9.48,20.0,10,27.1,69.4,48.5,55.9,7.4
T04072,2026-06-18 12:12:06,12,3,6,day,OP1003,LDR004,Loader,Grading,Rainy,Dry,Expert,20.4,5826.1,85.3,15.83,34.5,77.1,7.1,20.0,52.7,45.9,-6.8
T04073,2026-06-01 13:38:48,13,0,6,day,OP1058,LDR005,Loader,Grading,Rainy,Clay,Intermediate,3.3,3930.8,66.0,5.51,32.1,382.1,49.1,18.0,50.6,58.1,7.5
T04074,2026-08-18 20:23:18,20,1,8,night,OP1033,EXC002,Excavator,Site Clearing,Foggy,Rocky,Expert,17.2,4496.6,77.1,3.88,33.3,136.5,38.9,60.7,100.1,106.8,6.7
T04075,2025-07-14 08:05:54,8,0,7,day,OP1042,EXC001,Excavator,Earth Excavation,Foggy,Dry,Beginner,1.3,3846.2,32.6,3.98,28.3,157.1,23.4,61.9,66.1,70.9,4.8
T04076,2025-03-12 12:24:21,12,2,3,day,OP1060,EXC002,Excavator,Grading,Windy,Wet,Expert,10.8,668.9,72.8,7.28,20.1,39.7,28.5,63.1,44.2,45.3,1.1
T04077,2025-12-11 09:24:02,9,3,12,day,OP1030,EXC003,Excavator,Trenching,Sunny,Dry,Intermediate,4.1,3593.3,81.2,13.21,25.4,151.4,21.0,71.5,50.1,58.1,8.0
T04078,2026-07-19 02:44:47,2,6,7,night,OP1025,DZR003,Dozer,Earth Excavation,Cloudy,Clay,Expert,17.0,6196.0,49.8,8.91,25.4,150.6,36.2,35.5,75.4,74.9,-0.5
T04079,2026-08-19 14:42:23,14,2,8,day,OP1004,LDR004,Loader,Material Loading,Rainy,Rocky,Intermediate,6.3,6279.4,80.6,8.02,37.8,19.5,23.5,63.5,53.0,62.5,9.5
T04080,2026-08-07 12:12:01,12,4,8,day,OP1001,LDR003,Loader,Demolition,Windy,Dry,Expert,13.7,5130.3,61.6,10.97,34.5,71.6,36.9,64.9,104.6,103.1,-1.5
T04081,2025-06-27 19:36:12,19,4,6,night,OP1054,GRD003,Grader,Foundation Digging,Rainy,Clay,Intermediate,5.0,1383.7,51.1,14.73,35.2,99.2,18.4,67.3,102.5,129.4,26.9
T04082,2025-05-27 15:43:58,15,1,5,day,OP1017,EXC004,Excavator,Grading,Cloudy,Loose,Expert,13.3,1958.2,74.3,20.95,37.8,45.1,24.1,34.8,41.1,41.8,0.7
T04083,2026-03-23 13:35:05,13,0,3,day,OP1056,DZR003,Dozer,Earth Excavation,Sunny,Wet,Intermediate,4.7,5337.9,71.8,7.21,33.1,156.1,49.4,81.0,73.6,78.6,5.0
T04084,2025-12-18 03:13:38,3,3,12,night,OP1002,EXC004,Excavator,Grading,Foggy,Wet,Expert,18.3,3450.9,44.1,15.05,19.7,215.4,26.5,74.7,52.6,59.5,6.9
T04085,2025-11-12 20:42:22,20,2,11,night,OP1011,BCK001,Backhoe,Transfer,Cloudy,Wet,Intermediate,6.7,5349.0,50.7,16.99,24.5,81.6,35.3,39.8,31.4,44.2,12.8
T04086,2025-12-15 21:57:20,21,0,12,night,OP1044,LDR005,Loader,Foundation Digging,Sunny,Loose,Beginner,1.1,2707.0,79.3,12.86,14.1,186.0,34.6,25.9,79.4,106.7,27.3
T04087,2026-02-03 00:03:43,0,1,2,night,OP1054,EXC002,Excavator,Earth Excavation,Cloudy,Clay,Intermediate,5.0,3059.6,85.6,5.48,21.5,91.1,23.3,45.2,67.2,84.5,17.3
T04088,2026-09-18 14:14:08,14,4,9,day,OP1006,BCK004,Backhoe,Earth Excavation,Rainy,Clay,Intermediate,3.3,5203.8,87.1,11.29,32.2,264.0,21.8,64.4,81.7,84.6,2.9
T04089,2025-11-14 06:59:12,6,4,11,day,OP1055,BCK003,Backhoe,Trenching,Rainy,Loose,Expert,12.2,3636.8,80.7,15.5,21.0,195.2,38.7,72.0,65.3,71.5,6.2
T04090,2025-10-07 01:15:57,1,1,10,night,OP1040,GRD003,Grader,Foundation Digging,Windy,Rocky,Intermediate,8.2,2122.8,73.2,15.84,28.6,96.1,36.2,83.1,96.7,110.3,13.6
T04091,2026-09-01 07:08:17,7,1,9,day,OP1033,LDR005,Loader,Demolition,Windy,Clay,Expert,17.2,4600.4,87.2,19.07,28.6,66.8,20.3,44.2,109.4,104.6,-4.8
T04092,2026-04-18 15:17:19,15,5,4,day,OP1017,LDR004,Loader,Earth Excavation,Foggy,Loose,Expert,13.3,5381.7,81.2,23.11,36.8,214.2,30.4,46.5,74.4,77.9,3.5
T04093,2026-04-21 08:35:14,8,1,4,day,OP1020,BCK001,Backhoe,Transfer,Sunny,Rocky,Intermediate,8.4,6513.3,54.6,8.37,26.8,185.2,30.7,14.3,34.5,38.3,3.8
T04094,2026-01-25 02:13:39,2,6,1,night,OP1017,EXC008,Excavator,Earth Excavation,Sunny,Clay,Expert,13.3,3223.8,85.1,17.99,18.0,26.7,11.2,83.1,65.6,66.5,0.9
T04095,2025-11-15 06:28:27,6,5,11,day,OP1002,LDR002,Loader,Site Clearing,Sunny,Dry,Expert,18.3,2495.2,60.9,8.1,23.3,105.1,25.4,37.4,68.0,70.0,2.0
T04096,2026-01-24 15:34:41,15,5,1,day,OP1018,DZR001,Dozer,Trenching,Cloudy,Clay,Expert,15.8,3634.5,96.5,12.35,15.6,173.7,23.9,30.2,56.9,51.1,-5.8
T04097,2025-09-02 20:31:50,20,1,9,night,OP1004,DZR001,Dozer,Site Clearing,Cloudy,Clay,Intermediate,6.3,2584.8,57.4,11.23,36.3,116.8,20.4,37.0,77.3,79.1,1.8
T04098,2026-06-19 07:13:05,7,4,6,day,OP1032,DZR002,Dozer,Earth Excavation,Sunny,Wet,Intermediate,3.9,6366.7,66.0,12.52,29.1,10,44.9,35.8,76.3,88.6,12.3
T04099,2025-10-28 13:02:03,13,1,10,day,OP1006,GRD002,Grader,Foundation Digging,Cloudy,Rocky,Intermediate,3.3,5250.5,83.6,8.16,26.8,48.4,18.3,72.6,106.3,120.2,13.9
T04100,2025-06-18 18:21:19,18,2,6,night,OP1033,GRD001,Grader,Site Clearing,Foggy,Clay,Expert,17.2,3474.0,77.4,15.55,38.3,302.4,44.7,38.4,88.7,105.0,16.3
T04101,2025-08-04 19:49:34,19,0,8,night,OP1001,LDR004,Loader,Grading,Rainy,Rocky,Expert,13.7,3507.0,65.0,12.93,32.2,235.5,29.1,56.9,58.0,65.2,7.2
T04102,2026-06-04 19:46:32,19,3,6,night,OP1050,EXC002,Excavator,Demolition,Windy,Wet,Intermediate,7.7,3948.9,98,1.81,29.1,145.5,16.4,50.6,108.3,106.6,-1.7
T04103,2025-04-21 11:13:09,11,0,4,day,OP1033,BCK001,Backhoe,Material Loading,Rainy,Wet,Expert,17.2,3849.6,55.7,7.98,36.2,158.6,42.9,13.7,47.2,52.8,5.6
T04104,2025-04-16 09:30:31,9,2,4,day,OP1008,LDR003,Loader,Site Clearing,Cloudy,Loose,Beginner,1.2,1640.1,79.7,9.99,33.2,161.6,46.6,22.9,73.5,89.2,15.7
T04105,2026-05-19 15:38:01,15,1,5,day,OP1048,GRD003,Grader,Transfer,Sunny,Rocky,Beginner,2.2,3762.3,76.9,1.09,34.6,169.5,27.7,32.5,31.3,43.0,11.7
T04106,2026-03-23 14:46:22,14,0,3,day,OP1050,EXC007,Excavator,Foundation Digging,Rainy,Wet,Intermediate,7.7,6623.1,74.8,11.81,26.3,38.9,22.0,85.1,113.7,113.5,-0.2
T04107,2026-03-31 03:09:24,3,1,3,night,OP1028,GRD002,Grader,Grading,Foggy,Rocky,Beginner,1.6,6371.7,93.5,16.69,29.5,140.8,43.0,50.5,60.4,80.9,20.5
T04108,2025-06-04 21:11:06,21,2,6,night,OP1036,LDR002,Loader,Earth Excavation,Rainy,Dry,Intermediate,3.3,1302.5,80.4,9.91,33.6,217.7,26.1,14.5,73.1,83.1,10.0
T04109,2025-04-01 10:58:12,10,1,4,day,OP1018,EXC008,Excavator,Grading,Sunny,Loose,Expert,15.8,1043.7,72.7,14.63,33.4,75.0,18.4,14.5,39.9,42.9,3.0
T04110,2025-07-04 09:50:01,9,4,7,day,OP1039,LDR002,Loader,Demolition,Rainy,Loose,Expert,10.2,1518.1,82.0,7.14,28.7,214.9,5,98.0,116.4,107.0,-9.4
T04111,2026-06-13 10:21:48,10,5,6,day,OP1015,LDR003,Loader,Trenching,Cloudy,Wet,Beginner,0.6,4728.2,52.3,9.33,34.4,93.3,35.3,54.2,61.4,72.2,10.8
T04112,2026-04-08 15:39:29,15,2,4,day,OP1026,BCK003,Backhoe,Foundation Digging,Sunny,Dry,Beginner,2.3,4697.9,70.8,9.64,27.2,264.9,39.0,70.4,81.6,97.6,16.0
T04113,2025-10-02 11:20:13,11,3,10,day,OP1022,DZR003,Dozer,Demolition,Foggy,Rocky,Beginner,0.6,4081.6,78.7,9.98,32.6,103.2,27.4,76.7,125.1,187.0,61.9
T04114,2026-02-28 09:08:05,9,5,2,day,OP1022,DZR004,Dozer,Transfer,Cloudy,Clay,Beginner,0.6,3968.0,85.4,12.22,25.3,183.8,27.6,65.5,28.8,43.3,14.5
T04115,2025-04-17 13:06:00,13,3,4,day,OP1023,EXC001,Excavator,Trenching,Sunny,Dry,Beginner,2.1,3205.4,56.7,9.22,35.4,122.0,29.4,65.0,49.4,52.9,3.5
T04116,2025-02-26 06:22:43,6,2,2,day,OP1046,EXC005,Excavator,Foundation Digging,Windy,Clay,Beginner,2.1,3197.3,79.1,18.98,22.9,158.1,39.3,23.3,87.8,113.2,25.4
T04117,2026-08-31 09:22:46,9,0,8,day,OP1011,DZR004,Dozer,Trenching,Cloudy,Dry,Intermediate,6.7,5311.2,78.8,6.96,30.0,66.4,40.0,81.8,55.0,58.7,3.7
T04118,2025-06-16 08:15:51,8,0,6,day,OP1007,LDR005,Loader,Earth Excavation,Cloudy,Loose,Beginner,1.2,1374.2,50.6,4.71,38.2,148.7,30.4,16.9,62.7,102.7,40.0
T04119,2026-03-14 15:29:15,15,5,3,day,OP1030,DZR001,Dozer,Earth Excavation,Sunny,Rocky,Intermediate,4.1,3992.2,73.8,15.1,21.7,95.0,20.7,13.0,76.2,88.2,12.0
T04120,2025-05-13 06:38:52,6,1,5,day,OP1018,DZR004,Dozer,Demolition,Cloudy,Rocky,Expert,15.8,1842.9,60.4,18.48,42.6,214.7,16.1,54.0,112.4,113.7,1.3
T04121,2025-06-18 06:15:51,6,2,6,day,OP1021,LDR001,Loader,Material Loading,Cloudy,Wet,Intermediate,4.3,2851.1,58.0,10.46,34.0,113.1,42.0,68.4,38.1,47.2,9.1
T04122,2026-05-12 14:18:43,14,1,5,day,OP1020,GRD001,Grader,Site Clearing,Sunny,Dry,Intermediate,8.4,5867.1,84.6,8.4,46,271.9,28.0,77.1,77.2,84.7,7.5
T04123,2025-05-18 02:17:15,2,6,5,night,OP1043,DZR001,Dozer,Material Loading,Sunny,Dry,Expert,19.0,1798.2,76.0,12.17,39.1,159.6,31.4,90.7,32.0,34.7,2.7
T04124,2025-07-17 12:18:45,12,3,7,day,OP1044,EXC001,Excavator,Trenching,Sunny,Clay,Beginner,1.1,3869.4,69.8,6.88,27.4,198.5,24.8,22.1,55.7,70.5,14.8
T04125,2025-06-06 23:54:36,23,4,6,night,OP1057,LDR005,Loader,Earth Excavation,Cloudy,Wet,Beginner,2.8,1305.9,75.6,9.88,29.3,96.8,11.1,58.5,68.1,85.2,17.1
T04126,2025-06-30 08:47:37,8,0,6,day,OP1056,EXC001,Excavator,Grading,Cloudy,Dry,Intermediate,4.7,3744.2,45.9,3.18,34.8,137.0,38.0,61.6,41.1,54.7,13.6
T04127,2026-09-01 15:12:22,15,1,9,day,OP1040,EXC005,Excavator,Foundation Digging,Rainy,Clay,Intermediate,8.2,7229.6,65.4,7.02,28.9,51.2,41.8,96.8,114.7,132.6,17.9
T04128,2026-06-03 13:08:21,13,2,6,day,OP1006,DZR004,Dozer,Material Loading,Rainy,Loose,Intermediate,3.3,4662.7,69.5,11.68,28.3,72.3,16.7,61.5,42.6,43.0,0.4
T04129,2026-06-04 03:22:46,3,3,6,night,OP1028,EXC008,Excavator,Site Clearing,Rainy,Rocky,Beginner,1.6,4173.1,87.2,10.25,32.6,189.5,53.4,90.1,108.8,161.8,53.0
T04130,2025-05-29 19:58:59,19,3,5,night,OP1043,BCK003,Backhoe,Demolition,Cloudy,Wet,Expert,19.0,2407.1,66.3,12.81,38.3,221.3,22.2,83.2,103.3,116.5,13.2
T04131,2025-07-31 07:46:10,7,3,7,day,OP1001,BCK004,Backhoe,Site Clearing,Rainy,Wet,Expert,13.7,2179.6,74.6,10.39,37.5,136.6,34.2,81.8,97.2,104.0,6.8
T04132,2025-08-25 14:58:09,14,0,8,day,OP1024,EXC005,Excavator,Site Clearing,Rainy,Wet,Beginner,1.5,4513.9,61.8,7.94,28.3,140.7,11.4,32.6,104.8,144.0,39.2
T04133,2026-04-25 09:50:36,9,5,4,day,OP1037,LDR005,Loader,Site Clearing,Cloudy,Dry,Expert,24.1,3659.6,53.0,3.83,32.7,152.4,42.4,46.5,73.3,74.4,1.1
T04134,2025-01-30 18:46:54,18,3,1,night,OP1020,BCK003,Backhoe,Trenching,Cloudy,Dry,Intermediate,8.4,1538.0,75.4,3.55,18.8,90.8,19.6,12.1,49.4,56.5,7.1
T04135,2026-07-08 09:40:06,9,2,7,day,OP1001,EXC005,Excavator,Trenching,Rainy,Clay,Expert,13.7,6826.4,66.1,12.3,27.5,249.1,29.2,65.8,75.5,75.3,-0.2
T04136,2026-03-28 01:53:11,1,5,3,night,OP1050,LDR001,Loader,Trenching,Rainy,Dry,Intermediate,7.7,4915.6,67.1,5.97,17.6,153.7,31.8,64.2,63.3,88.1,24.8
T04137,2025-08-20 08:10:53,8,2,8,day,OP1008,EXC004,Excavator,Site Clearing,Rainy,Loose,Beginner,1.2,2576.4,48.5,4.26,26.7,29.7,43.0,13.9,81.6,104.7,23.1
T04138,2026-08-18 08:48:06,8,1,8,day,OP1048,BCK003,Backhoe,Foundation Digging,Cloudy,Wet,Beginner,2.2,5659.5,80.2,13.73,34.2,153.3,27.7,46.5,99.2,153.6,54.4
T04139,2026-07-11 20:58:18,20,5,7,night,OP1044,EXC005,Excavator,Foundation Digging,Sunny,Wet,Beginner,1.1,6851.8,74.9,11.33,22.8,10,35.1,48.5,100.4,145.1,44.7
T04140,2026-07-14 03:50:06,3,1,7,night,OP1007,BCK001,Backhoe,Transfer,Rainy,Clay,Beginner,1.2,7125.0,47.0,10.16,26.8,52.6,21.1,83.4,37.3,46.6,9.3
T04141,2025-07-29 21:53:14,21,1,7,night,OP1019,DZR004,Dozer,Grading,Rainy,Wet,Intermediate,4.5,2409.6,88.9,5.32,28.7,150.7,22.3,44.6,51.0,64.8,13.8
T04142,2026-02-25 08:19:48,8,2,2,day,OP1051,GRD002,Grader,Grading,Foggy,Rocky,Expert,11.2,6125.1,47.5,6.49,12.5,10,38.5,72.2,60.8,59.7,-1.1
T04143,2025-06-04 15:26:46,15,2,6,day,OP1004,BCK004,Backhoe,Trenching,Rainy,Clay,Intermediate,6.3,1765.9,80.8,7.72,26.1,105.3,24.9,49.0,66.5,75.4,8.9
T04144,2026-04-27 10:06:16,10,0,4,day,OP1013,EXC008,Excavator,Transfer,Sunny,Loose,Expert,18.9,3897.7,35.0,4.16,40.9,225.7,5,64.5,26.6,17.9,-8.7
T04145,2026-06-02 12:10:06,12,1,6,day,OP1041,GRD002,Grader,Trenching,Sunny,Wet,Intermediate,4.3,6834.4,82.2,4.17,40.0,187.9,5,43.2,64.2,66.8,2.6
T04146,2025-04-13 03:08:32,3,6,4,night,OP1038,EXC006,Excavator,Grading,Sunny,Wet,Beginner,2.4,3311.0,76.4,12.64,37.3,252.9,49.4,21.9,44.7,71.6,26.9
T04147,2025-12-26 20:57:37,20,4,12,night,OP1001,EXC004,Excavator,Trenching,Windy,Loose,Expert,13.7,3514.7,72.2,12.83,11.0,118.0,41.6,44.1,55.8,52.4,-3.4
T04148,2025-07-24 22:24:39,22,3,7,night,OP1043,EXC007,Excavator,Transfer,Cloudy,Clay,Expert,19.0,4858.8,76.7,9.14,30.8,109.5,18.2,78.0,29.8,29.6,-0.2
T04149,2026-04-27 12:15:03,12,0,4,day,OP1054,LDR005,Loader,Site Clearing,Rainy,Clay,Intermediate,5.0,3674.9,90.7,19.29,29.6,128.1,45.7,32.9,93.2,121.9,28.7
T04150,2026-07-20 19:38:08,19,0,7,night,OP1012,LDR005,Loader,Material Loading,Windy,Dry,Beginner,1.4,4290.3,75.3,13.76,34.2,77.3,39.1,39.5,36.5,23.6,-12.9
T04151,2025-05-19 09:56:37,9,0,5,day,OP1030,LDR003,Loader,Grading,Foggy,Dry,Intermediate,4.1,1881.1,61.4,14.95,44.6,169.5,22.3,65.0,44.5,53.4,8.9
T04152,2026-04-17 12:17:50,12,4,4,day,OP1059,GRD002,Grader,Trenching,Rainy,Wet,Expert,22.2,6498.6,98,22.63,31.6,154.8,62,43.5,76.0,88.4,12.4
T04153,2025-04-12 11:12:11,11,5,4,day,OP1059,LDR002,Loader,Material Loading,Rainy,Clay,Expert,22.2,912.6,74.6,7.28,27.0,155.3,47.4,48.2,43.2,53.0,9.8
T04154,2025-04-18 00:24:42,0,4,4,night,OP1018,EXC003,Excavator,Demolition,Sunny,Rocky,Expert,15.8,1860.5,81.8,9.85,30.1,110.7,13.8,23.7,109.1,101.3,-7.8
T04155,2026-05-22 15:18:56,15,4,5,day,OP1018,GRD002,Grader,Foundation Digging,Sunny,Rocky,Expert,15.8,6755.0,81.5,4.93,34.0,43.0,23.1,80.5,108.8,107.5,-1.3
T04156,2026-07-23 13:54:12,13,3,7,day,OP1050,LDR005,Loader,Demolition,Rainy,Wet,Intermediate,7.7,4310.5,47.8,12.11,37.6,120.4,19.0,56.4,126.3,151.1,24.8
T04157,2025-12-03 19:16:12,19,2,12,night,OP1046,DZR001,Dozer,Transfer,Sunny,Dry,Beginner,2.1,3256.0,21.8,15.07,21.5,209.6,32.1,77.8,24.7,24.5,-0.2
T04158,2025-08-21 10:55:15,10,3,8,day,OP1036,LDR002,Loader,Trenching,Foggy,Loose,Intermediate,3.3,1868.8,60.7,14.14,29.3,101.3,5,64.1,53.9,73.2,19.3
T04159,2026-03-27 10:25:55,10,4,3,day,OP1043,LDR001,Loader,Material Loading,Cloudy,Wet,Expert,19.0,4910.9,78.1,9.49,27.3,137.3,8.9,37.4,41.2,41.1,-0.1
T04160,2025-12-02 19:42:40,19,1,12,night,OP1015,BCK001,Backhoe,Material Loading,Rainy,Loose,Beginner,0.6,5494.7,61.8,2.69,22.1,62.1,27.4,85.5,47.0,55.4,8.4
T04161,2025-12-08 11:34:52,11,0,12,day,OP1040,DZR004,Dozer,Grading,Cloudy,Wet,Intermediate,8.2,3370.1,84.8,12.09,20.8,10,23.7,77.8,46.2,44.3,-1.9
T04162,2026-08-13 13:39:08,13,3,8,day,OP1053,DZR004,Dozer,Demolition,Rainy,Rocky,Intermediate,7.0,5181.1,73.8,15.01,33.9,113.4,42.0,52.1,140.3,174.1,33.8
T04163,2026-06-20 13:05:59,13,5,6,day,OP1025,DZR004,Dozer,Site Clearing,Rainy,Rocky,Expert,17.0,4786.8,83.9,11.64,27.9,119.2,62,69.6,107.2,120.0,12.8
T04164,2025-12-06 08:20:40,8,5,12,day,OP1059,DZR004,Dozer,Transfer,Rainy,Wet,Expert,22.2,3354.5,70.4,11.17,22.3,145.1,51.1,75.5,33.7,34.3,0.6
T04165,2025-06-17 22:58:48,22,1,6,night,OP1013,EXC001,Excavator,Site Clearing,Sunny,Loose,Expert,18.9,3653.7,73.4,9.97,33.9,50.0,22.2,30.7,74.7,80.7,6.0
T04166,2026-01-20 11:13:21,11,1,1,day,OP1007,BCK003,Backhoe,Earth Excavation,Windy,Dry,Beginner,1.2,4127.2,60.4,16.91,19.8,162.8,32.8,67.6,68.4,91.2,22.8
T04167,2026-07-03 15:51:13,15,4,7,day,OP1040,DZR004,Dozer,Grading,Cloudy,Wet,Intermediate,8.2,4882.5,85.5,11.38,32.8,172.8,34.1,16.1,48.9,59.6,10.7
T04168,2026-07-22 12:40:48,12,2,7,day,OP1026,LDR001,Loader,Grading,Rainy,Clay,Beginner,2.3,5765.7,39.4,12.27,27.1,46.8,25.3,81.5,59.5,92.3,32.8
T04169,2025-05-27 08:51:02,8,1,5,day,OP1039,BCK003,Backhoe,Site Clearing,Cloudy,Wet,Expert,10.2,2389.1,58.4,17.85,40.4,82.3,13.0,58.6,79.8,79.1,-0.7
T04170,2026-07-14 13:50:27,13,1,7,day,OP1044,BCK001,Backhoe,Demolition,Rainy,Dry,Beginner,1.1,7128.1,90.9,8.84,30.1,23.1,34.7,52.3,129.8,145.4,15.6
T04171,2025-07-24 12:54:36,12,3,7,day,OP1023,GRD003,Grader,Demolition,Rainy,Wet,Beginner,2.1,1578.8,70.8,16.75,25.6,42.9,19.7,89.3,121.0,139.1,18.1
T04172,2025-09-03 01:14:34,1,2,9,night,OP1013,GRD002,Grader,Demolition,Rainy,Wet,Expert,18.9,4845.5,45.1,14.14,28.1,266.6,10.2,32.5,135.6,139.4,3.8
T04173,2026-08-19 09:16:13,9,2,8,day,OP1004,EXC005,Excavator,Foundation Digging,Rainy,Dry,Intermediate,6.3,7132.9,71.9,3.71,30.2,181.7,10.5,55.8,109.4,110.3,0.9
T04174,2025-06-21 21:47:04,21,5,6,night,OP1044,DZR001,Dozer,Trenching,Cloudy,Clay,Beginner,1.1,2052.3,63.4,12.41,32.3,141.4,26.7,22.0,54.4,84.0,29.6
