event_id,timestamp,machine_id,machine_type,operator_id,shift_type,event_type,speed_kmh,worker_distance_m,engine_temp_c,weather,seatbelt_status,risk_level,response_time_sec,resolved
EVT00571,2025-01-27 20:26:00,EXC007,Excavator,OP1003,night,normal,4.03,21.2,85.5,Sunny,Unfastened,LOW,5.2,True
EVT00572,2025-01-27 20:40:00,EXC007,Excavator,OP1003,night,normal,4.83,15.3,88.3,Sunny,Unfastened,LOW,6.9,True
EVT00573,2025-01-27 20:44:00,EXC007,Excavator,OP1003,night,normal,5.05,1.5,83.4,Sunny,Fastened,HIGH,9.6,True
EVT00574,2025-01-27 20:56:00,EXC007,Excavator,OP1003,night,normal,4.81,1.9,90.7,Sunny,Unfastened,MEDIUM,5.4,True
EVT00575,2025-01-27 22:02:00,EXC007,Excavator,OP1003,night,proximity_breach,10.63,1.2,84.5,Sunny,Fastened,HIGH,5.0,True
EVT00576,2025-01-27 22:04:00,EXC007,Excavator,OP1003,night,proximity_breach,7.92,1.7,90.7,Sunny,Fastened,HIGH,1,False
EVT00577,2025-01-27 22:06:00,EXC007,Excavator,OP1003,night,proximity_breach,7.21,0.8,87.7,Sunny,Fastened,HIGH,11.7,True
EVT00578,2025-01-27 22:08:00,EXC007,Excavator,OP1003,night,proximity_breach,6.61,2.3,87.8,Sunny,Fastened,HIGH,5.8,True
EVT00579,2025-01-27 22:10:00,EXC007,Excavator,OP1003,night,proximity_breach,6.02,2.1,88.7,Sunny,Fastened,HIGH,5.0,False
EVT00580,2025-01-27 22:14:00,EXC007,Excavator,OP1003,night,proximity_breach,6.3,1.6,85.3,Sunny,Fastened,HIGH,11.1,False
EVT00581,2025-01-27 22:16:00,EXC007,Excavator,OP1003,night,proximity_breach,6.12,0.7,85.4,Sunny,Unfastened,HIGH,1.1,True
EVT00582,2025-01-27 22:18:00,EXC007,Excavator,OP1003,night,proximity_breach,8.98,0.5,86.8,Sunny,Fastened,HIGH,8.2,True
EVT00583,2025-01-27 22:20:00,EXC007,Excavator,OP1003,night,proximity_breach,6.59,2.6,86.1,Sunny,Fastened,HIGH,4.5,True
EVT00584,2025-01-27 22:22:00,EXC007,Excavator,OP1003,night,proximity_breach,7.28,1.7,91.3,Sunny,Fastened,HIGH,11.7,True
EVT00585,2025-01-27 22:24:00,EXC007,Excavator,OP1003,night,proximity_breach,5.48,2.7,87.3,Sunny,Fastened,HIGH,11.8,True
EVT00586,2025-01-27 22:26:00,EXC007,Excavator,OP1003,night,proximity_breach,5.39,1.7,82.4,Sunny,Fastened,HIGH,4.6,True
EVT00587,2025-01-27 22:30:00,EXC007,Excavator,OP1003,night,proximity_breach,8.24,2.5,89.3,Sunny,Fastened,HIGH,1.7,True
EVT00588,2025-01-27 22:32:00,EXC007,Excavator,OP1003,night,normal,8.33,10.6,83.2,Sunny,Unfastened,LOW,6.8,False
EVT00589,2025-01-27 22:38:00,EXC007,Excavator,OP1003,night,normal,4.85,13.0,82.1,Sunny,Unfastened,LOW,12.5,True
EVT00590,2025-01-27 23:16:00,EXC007,Excavator,OP1003,night,normal,6.07,17.2,86.9,Sunny,Unfastened,LOW,2.4,True
EVT00591,2025-01-27 23:36:00,EXC007,Excavator,OP1003,night,normal,7.23,17.5,85.9,Sunny,Unfastened,LOW,4.7,True
EVT00592,2025-01-28 00:06:00,EXC007,Excavator,OP1003,night,normal,3.97,12.6,89.5,Sunny,Unfastened,LOW,6.2,True
EVT00593,2025-01-28 00:12:00,EXC007,Excavator,OP1003,night,normal,4.45,26.6,86.2,Sunny,Unfastened,LOW,9.4,False
EVT00594,2025-01-28 01:16:00,EXC007,Excavator,OP1003,night,normal,6.77,42.3,84.3,Sunny,Unfastened,LOW,6.8,True
EVT00595,2025-01-28 01:18:00,EXC007,Excavator,OP1003,night,normal,4.21,25.2,82.7,Sunny,Unfastened,LOW,10.6,True
EVT00596,2025-01-28 01:36:00,EXC007,Excavator,OP1003,night,normal,5.6,31.3,91.9,Sunny,Unfastened,LOW,5.0,False
EVT00597,2025-01-28 01:56:00,EXC007,Excavator,OP1003,night,normal,4.21,21.1,85.9,Sunny,Unfastened,LOW,9.0,False
EVT00598,2025-01-28 02:18:00,EXC007,Excavator,OP1003,night,normal,4.67,16.2,85.8,Sunny,Unfastened,LOW,6.3,True
EVT00599,2025-01-28 02:22:00,EXC007,Excavator,OP1003,night,normal,3.17,14.7,87.0,Sunny,Unfastened,LOW,3.8,True
EVT00600,2025-01-28 02:24:00,EXC007,Excavator,OP1003,night,normal,5.4,6.4,87.1,Sunny,Unfastened,MEDIUM,2.9,False
EVT00601,2025-01-28 02:46:00,EXC007,Excavator,OP1003,night,normal,7.58,21.5,90.3,Sunny,Unfastened,LOW,13.5,False
EVT00602,2025-01-28 02:52:00,EXC007,Excavator,OP1003,night,normal,6.1,1.5,84.9,Sunny,Fastened,HIGH,3.9,True
EVT00603,2025-01-28 02:56:00,EXC007,Excavator,OP1003,night,normal,5.6,2.3,84.9,Sunny,Fastened,HIGH,13.0,True
EVT00604,2025-01-28 03:06:00,EXC007,Excavator,OP1003,night,normal,8.47,12.9,89.4,Sunny,Unfastened,LOW,10.1,True
EVT00605,2025-01-28 03:20:00,EXC007,Excavator,OP1003,night,normal,6.72,20.5,84.9,Sunny,Unfastened,LOW,3.8,True
EVT00606,2025-01-28 03:26:00,EXC007,Excavator,OP1003,night,normal,2.09,19.8,89.5,Sunny,Unfastened,LOW,5.2,False
EVT00607,2025-01-28 03:30:00,EXC007,Excavator,OP1003,night,normal,6.92,30.0,86.2,Sunny,Unfastened,LOW,4.2,False
EVT00608,2025-01-28 03:54:00,EXC007,Excavator,OP1003,night,high_fuel,6.28,26.3,82.4,Sunny,Unfastened,LOW,4.7,True
EVT00609,2025-01-28 04:32:00,EXC007,Excavator,OP1003,night,normal,4.01,25.8,90.4,Sunny,Unfastened,LOW,1,True
EVT00610,2025-01-28 04:46:00,EXC007,Excavator,OP1003,night,normal,5.81,14.7,89.9,Sunny,Unfastened,LOW,8.5,True
EVT00611,2025-01-28 05:14:00,EXC007,Excavator,OP1003,night,normal,2.63,18.8,84.9,Sunny,Unfastened,LOW,11.8,True
EVT00612,2025-01-28 05:30:00,EXC007,Excavator,OP1003,night,normal,5.8,21.0,89.5,Sunny,Unfastened,LOW,3.3,True
EVT00613,2025-01-28 05:36:00,EXC007,Excavator,OP1003,night,normal,8.18,0.5,85.6,Sunny,Fastened,HIGH,1,True
EVT00614,2025-01-28 05:46:00,EXC007,Excavator,OP1003,night,normal,7.96,30.5,86.9,Sunny,Unfastened,LOW,5.0,True
EVT00615,2025-01-28 05:58:00,EXC007,Excavator,OP1003,night,normal,6.18,0.5,90.8,Sunny,Fastened,HIGH,3.4,True
EVT00616,2025-05-14 06:24:00,BCK004,Backhoe,OP1021,day,normal,6.67,3.9,84.9,Sunny,Unfastened,MEDIUM,8.2,False
EVT00617,2025-05-14 06:30:00,BCK004,Backhoe,OP1021,day,normal,6.05,2.6,88.3,Sunny,Fastened,HIGH,11.1,True
EVT00618,2025-05-14 06:42:00,BCK004,Backhoe,OP1021,day,normal,6.1,0.5,86.7,Sunny,Unfastened,HIGH,13.0,True
EVT00619,2025-05-14 06:46:00,BCK004,Backhoe,OP1021,day,normal,6.43,24.9,91.7,Sunny,Unfastened,LOW,8.8,True
EVT00620,2025-05-14 07:04:00,BCK004,Backhoe,OP1021,day,normal,9.81,31.3,82.8,Sunny,Unfastened,LOW,1,False
EVT00621,2025-05-14 07:50:00,BCK004,Backhoe,OP1021,day,normal,7.17,22.6,83.6,Sunny,Unfastened,LOW,12.8,True
EVT00622,2025-05-14 08:06:00,BCK004,Backhoe,OP1021,day,normal,2.07,9.3,84.0,Sunny,Unfastened,LOW,4.9,True
EVT00623,2025-05-14 08:22:00,BCK004,Backhoe,OP1021,day,normal,3.73,9.5,83.1,Sunny,Unfastened,LOW,15.5,True
EVT00624,2025-05-14 09:52:00,BCK004,Backhoe,OP1021,day,normal,8.14,23.0,90.0,Sunny,Unfastened,LOW,8.9,True
EVT00625,2025-05-14 09:54:00,BCK004,Backhoe,OP1021,day,normal,9.16,18.7,94.4,Sunny,Unfastened,LOW,8.0,True
EVT00626,2025-05-14 09:58:00,BCK004,Backhoe,OP1021,day,normal,3.8,20.7,85.7,Sunny,Unfastened,LOW,15.2,True
EVT00627,2025-05-14 10:10:00,BCK004,Backhoe,OP1021,day,normal,3.93,0.5,87.4,Sunny,Unfastened,MEDIUM,7.6,True
EVT00628,2025-05-14 10:20:00,BCK004,Backhoe,OP1021,day,overspeed,14.43,27.0,90.6,Sunny,Unfastened,LOW,10.0,False
EVT00629,2025-05-14 10:30:00,BCK004,Backhoe,OP1021,day,overspeed,13.73,10.0,87.5,Sunny,Unfastened,LOW,14.2,True
EVT00630,2025-05-14 10:42:00,BCK004,Backhoe,OP1021,day,overspeed,14.22,19.7,86.6,Sunny,Unfastened,LOW,7.3,True
EVT00631,2025-05-14 10:48:00,BCK004,Backhoe,OP1021,day,overspeed,11.36,21.5,82.2,Sunny,Unfastened,LOW,7.3,True
EVT00632,2025-05-14 10:52:00,BCK004,Backhoe,OP1021,day,overspeed,11.89,13.5,91.8,Sunny,Unfastened,LOW,2.5,True
EVT00633,2025-05-14 11:36:00,BCK004,Backhoe,OP1021,day,temp_spike,7.56,17.1,109.8,Sunny,Fastened,MEDIUM,12.6,True
EVT00634,2025-05-14 11:38:00,BCK004,Backhoe,OP1021,day,temp_spike,5.44,4.1,110.3,Sunny,Fastened,MEDIUM,8.8,False
EVT00635,2025-05-14 11:40:00,BCK004,Backhoe,OP1021,day,temp_spike,6.12,12.0,108.2,Sunny,Fastened,MEDIUM,9.0,True
EVT00636,2025-05-14 11:42:00,BCK004,Backhoe,OP1021,day,temp_spike,7.72,6.0,114.4,Sunny,Fastened,MEDIUM,3.2,True
EVT00637,2025-05-14 11:44:00,BCK004,Backhoe,OP1021,day,temp_spike,5.02,8.3,109.5,Sunny,Fastened,MEDIUM,11.0,True
EVT00638,2025-05-14 11:48:00,BCK004,Backhoe,OP1021,day,erratic_accel,8.11,11.9,88.8,Sunny,Unfastened,LOW,4.5,True
EVT00639,2025-05-14 11:54:00,BCK004,Backhoe,OP1021,day,erratic_accel,9.16,2.6,88.1,Sunny,Unfastened,HIGH,7.1,True
EVT00640,2025-05-14 11:56:00,BCK004,Backhoe,OP1021,day,erratic_accel,7.1,0.5,91.6,Sunny,Fastened,HIGH,11.4,True
EVT00641,2025-05-14 12:18:00,BCK004,Backhoe,OP1021,day,erratic_accel,4.74,33.5,86.4,Sunny,Unfastened,LOW,5.8,True
EVT00642,2025-05-14 12:26:00,BCK004,Backhoe,OP1021,day,erratic_accel,7.3,29.7,87.9,Sunny,Unfastened,LOW,6.4,True
EVT00643,2025-05-14 12:34:00,BCK004,Backhoe,OP1021,day,erratic_accel,6.43,26.6,88.6,Sunny,Unfastened,LOW,6.2,False
EVT00644,2025-05-14 12:36:00,BCK004,Backhoe,OP1021,day,normal,2.77,19.9,84.2,Sunny,Unfastened,LOW,7.4,True
EVT00645,2025-05-14 12:56:00,BCK004,Backhoe,OP1021,day,normal,7.73,12.0,81.5,Sunny,Unfastened,LOW,10.7,True
EVT00646,2025-05-14 13:06:00,BCK004,Backhoe,OP1021,day,normal,6.41,13.3,85.7,Sunny,Unfastened,LOW,8.7,True
EVT00647,2025-05-14 13:48:00,BCK004,Backhoe,OP1021,day,normal,4.42,14.7,90.0,Sunny,Unfastened,LOW,7.0,True
EVT00648,2025-05-14 14:26:00,BCK004,Backhoe,OP1021,day,normal,8.59,16.9,84.4,Sunny,Unfastened,LOW,7.7,True
EVT00649,2025-05-14 14:28:00,BCK004,Backhoe,OP1021,day,normal,4.29,12.9,83.0,Sunny,Unfastened,LOW,5.1,True
EVT00650,2025-05-14 15:36:00,BCK004,Backhoe,OP1021,day,normal,5.51,15.5,89.5,Sunny,Unfastened,LOW,2.7,True
EVT00651,2025-05-14 15:52:00,BCK004,Backhoe,OP1021,day,normal,6.94,4.9,84.6,Sunny,Unfastened,MEDIUM,6.8,True
EVT00652,2025-05-14 16:04:00,BCK004,Backhoe,OP1021,day,normal,4.87,27.0,90.5,Sunny,Unfastened,LOW,10.6,True
EVT00653,2025-05-14 16:12:00,BCK004,Backhoe,OP1021,day,normal,5.27,32.0,83.4,Sunny,Unfastened,LOW,7.9,True
EVT00654,2025-05-14 16:38:00,BCK004,Backhoe,OP1021,day,normal,4.13,28.5,86.8,Sunny,Unfastened,LOW,4.8,True
